path,dataset_type,defect_type,label,round,split
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/bent/014.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/scratch/002.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/bent/016.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/flip/011.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/scratch/007.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/scratch/018.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/flip/010.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/color/000.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/flip/001.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/color/003.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/flip/019.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/color/011.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/color/001.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/bent/021.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/scratch/000.png,MVTec,metal_nut,anomaly,3,round3_pool
/app/data/dataset_type/MVTec/defect_type/metal_nut/anomaly/color/008.png,MVTec,metal_nut,anomaly,3,round3_pool
