path,dataset_type,defect_type,label,round,split
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20967_png.rf.27491561b0f20dc0302a17d5af90f306.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10559_png.rf.e5024b8544158ac4d10aade458647e09.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20713_png.rf.d0059dbed335b35332c7af6f1a04f304.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11365_png.rf.8bde5c79a8f0582b85f7d144d1296257.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/MVTec/defect_type/grid/normal/029.png,MVTec,grid,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10113_png.rf.75adc87c97a5cfa1114d06de984d1ea8.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/MVTec/defect_type/grid/normal/019.png,MVTec,grid,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20662_png.rf.b1b6d60ee996eb0dbccb5234400ffbc7.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11799_png.rf.65bbb0c7d6d59ae941682eb3e2ced96b.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10056_png.rf.b3df3dc349cdb468dc72f7e872c2cd79.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11925_png.rf.99f6f219192cf0fe266ca3f114480103.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20173_png.rf.e749da88a40473ce9d8bb1da3f0bef27.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20996_png.rf.3ef9730c1684d8d76c69e7d6b533fd30.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10163_png.rf.18151fef5f4902af3fee3d7b8d661e41.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10643_png.rf.343af64569432c8728b53b9ff43eab9c.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10813_png.rf.7fa5bcedc65f28a80def49c303137293.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/12112_png.rf.059acd919aa2eba6eff9eb12b9b6759c.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20169_png.rf.675f56bcfec3b0d51a52225c6de33079.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20362_png.rf.a0d00622d68eece3a8ac5fdb3dda773c.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11248_png.rf.f9729c006b21d9561b1003d4554ae3e1.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20601_png.rf.53c0ba69fe597d9660d52fa49a1c4daf.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10918_png.rf.7d5afab5a36ac594e1dc2e7a759f8c0c.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10168_png.rf.29aa9a9211033c6ffcfbfbabd9853556.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20750_png.rf.ef1e57ff3f20f47be79546961a86f63e.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20325_png.rf.41a492e23dce6d63083d728cffa479a2.jpg,Kolektor,surface_defect,normal,1,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11914_png.rf.61a1de32421b278d58c5b5eaa9c42d03.jpg,Kolektor,surface_defect,normal,1,train_normal
