path,dataset_type,defect_type,label,round,split
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/flip/014.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/bent/004.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/scratch/020.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/flip/022.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/scratch/004.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/bent/019.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/flip/003.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/bent/010.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/color/019.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/flip/008.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/color/012.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/bent/009.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/bent/000.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/color/010.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/flip/002.png,MVTec,metal_nut,anomaly,2,round2_pool
C:/ERICA/4-1/Capstone/final_dataset/dataset_type/MVTec/defect_type/metal_nut/anomaly/bent/003.png,MVTec,metal_nut,anomaly,2,round2_pool
