path,dataset_type,defect_type,label,round,split
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11647_png.rf.eace5deb64a292130955a6b0c44d49a8.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20938_png.rf.bdd361ab819f6190142cb7ed17a02ea6.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/MVTec/defect_type/metal_nut/normal/113.png,MVTec,metal_nut,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11397_png.rf.ff3a23edc4b5db6c353b1e0a53072d06.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/MVTec/defect_type/tile/normal/019.png,MVTec,tile,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11640_png.rf.6961bc948408c4ece83cabec27a341fe.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20500_png.rf.ad6b57f5f4d0118802ac53d5a3ebfae7.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/MVTec/defect_type/metal_nut/normal/129.png,MVTec,metal_nut,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11735_png.rf.f69e1c3353e4406b61a89cf74326dbef.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/12055_png.rf.c602f3db63d5f9db725332ce7417b483.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/12323_png.rf.c078f97c6aebbfa867cb58e039a74f4a.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/12282_png.rf.cad8abbda6fde66c27995aa0fca81be4.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11716_png.rf.c2c0ac3d5a9fcaf7fe11571925c13652.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/20144_png.rf.e2c2f6e91e377c240364ac95e0bd56c3.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11476_png.rf.267ecf8f95ea5511e98ec62297a3e478.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/11537_png.rf.8908c2b6eebbb51b095ae540bca841b1.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/12281_png.rf.273d57b91db44462cf136374da648019.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10458_png.rf.4275f5797a033a11ba501fa6c01fda9a.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/MVTec/defect_type/tile/normal/036.png,MVTec,tile,normal,2,train_normal
/app/data/dataset_type/Kolektor/defect_type/surface_defect/normal/10708_png.rf.8fe0ae2857ce32db1ae37922a46c2175.jpg,Kolektor,surface_defect,normal,2,train_normal
/app/data/dataset_type/MVTec/defect_type/metal_nut/normal/066.png,MVTec,metal_nut,normal,2,train_normal
